ID,Title,SEO
118585,Build reports for Finance and Operations apps,
118587,Implement role-based security in Finance and Operations apps,
118588,Apply basic performance optimization in Finance and Operations apps,
118590,Explore extensions and the extension framework in Finance and Operations apps,
118591,Extend elements in Finance and Operations apps,
118592,Consume business events in Finance and Operations apps,
118595,Implement data integration concepts and solutions for Finance and Operations apps,
118596,Implement the Data management package API for Finance and Operations apps,
118597,Data integrations with Finance and Operations apps,
118598,Manage data sources with external data stores in Finance and Operations apps,
118599,Integrate Finance and Operations apps with Microsoft Azure,
118600,Connect to Power Platform services with Finance and Operations apps,
119091,Introduction to the Microsoft service adoption framework,m365
119092,"Service adoption framework - Phase 1, Start",m365
119096,"Service adoption framework - Phase 2, Experiment",m365
119098,"Service adoption framework - Phase 3, Scale",m365
120918,Configure Dynamics 365 Finance for public sector,
120979,Introduction to the Open source Analytics Offering,azure-hdinsight
120981,Choose the correct HDInsight Configuration to build open source analytical solutions,azure-hdinsight
120988,Creating and configuring a HDInsight cluster,azure-hdinsight
120993,Perform Zero ETL analytics with HDInsight Interactive Query,azure-hdinsight
121178,Identify governing practices for responsible AI,"azure, dynamics, m365"
121180,Identify governing practices for responsible AI in government,"azure, dynamics, m365"
121181,Discuss practices for responsible AI at Microsoft,"azure, dynamics, m365"
121768,Understand Office Add-ins fundamentals,"office-add-ins, m365"
121778,Understand Office Javascript APIs,"office-add-ins, m365"
121788,Understand how to customize Office Add-ins,"office-add-ins, m365"
121792,"Understand testing, debugging, and deployment options for Office Add-ins","office-add-ins, m365"
121943,Manage IoT Central applications with the REST API,"azure, azure-iot-central"
122003,Perform basic string formatting in C#,dotnet
122026,Introduction to Windows Virtual Desktop in Microsoft Azure,m365
122164,Plan for SharePoint in Microsoft 365,"m365, office-365"
122167,Understand your SharePoint site options,m365
122169,Collaborate with files and folders in SharePoint,m365
122171,Manage your SharePoint sites,m365
122475,Run non-functional tests in Azure Pipelines,"azure, azure-devops"
122477,Provision databases in Azure Pipelines,"azure, azure-devops"
122497,Introduction to threat protection with Microsoft 365,"m365, m365-threat-protection"
122667,Dynamics 365 AI - Insights-driven business applications,dynamics
125348,Dynamics 365 Supply Chain Management,"dynamics, dynamics-scm"
126181,Introduction to building apps for Microsoft Teams,"m365, office-teams"
126604,"Search for data anomalies using Azure machine learning, IoT Hub routing, and Stream Analytics","azure-iot-hub, azure-stream-analytics, azure-machine-learning-service, azure-storage, power-bi"
127070,"Review domain authentication, email best practices, and GDPR in Dynamics 365 Marketing","dynamics, dynamics-marketing"
127538,Perform operations on arrays using helper methods in C#,dotnet
127543,Secure Azure Active Directory users with Multi-Factor Authentication,"azure, azure-portal, azure-active-directory"
127879,Foundations of cloud computing for administrators,azure
127880,Provision and manage cloud services,azure
127885,Deploy Windows Update in Microsoft 365,m365
127887,Use Microsoft 365 to promote a security mindset,m365
127891,Manage devices by using Microsoft Intune,m365
127897,Create cost accounting master data in Dynamics 365 Business Central,"dynamics, dynamics-business-central"
128861,Remotely monitor and control devices with Azure IoT Hub,azure-iot-hub
129903,Identify security threats with Azure Security Center,azure
129904,Protect your servers and VMs from brute-force and malware attacks with Azure Security Center,azure
130121,Deliver the value of modern workplace through business conversations,m365
131649,Create an on-site event in Dynamics 365 Marketing,"dynamics, dynamics-marketing"
131650,Create a webinar event in Dynamics 365 Marketing,"dynamics, dynamics-marketing"
131651,"Promote events, manage registration and check-ins, and review results in Dynamics 365 Marketing","dynamics, dynamics-marketing"
131652,Advanced event management features in Dynamics 365 Marketing,"dynamics, dynamics-marketing"
131675,Manage customers in Dynamics 365 Marketing,"dynamics, dynamics-marketing"
131676,Manage assets and content settings in Dynamics 365 Marketing,"dynamics, dynamics-marketing"
131677,"Manage emails, segments, and journeys in Dynamics 365 Marketing","dynamics, dynamics-marketing"
131678,"Manage forms, pages, and subscription centers in Dynamics 365 Marketing","dynamics, dynamics-marketing"
131679,Analyze insights in Dynamics 365 Marketing,"dynamics, dynamics-marketing"
131680,Review the marketing calendar in Dynamics 365 Marketing ,"dynamics, dynamics-marketing"
131860,Secure your cloud resources with access control,azure
131861,Virtualize resources in the cloud,azure
136617,Collaborate with Git,azure
136899,Dynamics 365 Finance,"dynamics, dynamics-finance-operations"
138476,Modify the content of strings using built-in string data type methods in C#,dotnet
139222,Manage subscription centers and double opt-in in Dynamics 365 Marketing,"dynamics, dynamics-marketing"
139223,"Manage website visits, redirect URLs, and social postings in Dynamics 365 Marketing","dynamics, dynamics-marketing"
139716,Edit code through branching and merging in Git,azure
139717,Introduction to Git,azure
146081,Make predictions from complex data with neural networks,azure
146082,Use unsupervised learning to analyze unlabeled data,azure
146083,Provision infrastructure in Azure Pipelines,"azure, azure-devops"
146635,Prepare to upgrade and update Office at scale in Windows,"m365, office-365, office, windows"
146636,Manage and troubleshoot common issues with Office in Windows,"m365, office-365, windows"
146638,Prevent data loss,"m365, office-365"
146639,Information protection and the growing digital estate,"m365, office-365"
146640,Information protection overview,m365
146641,Overview of security management in Microsoft 365 security center,"m365, m365-security-center"
146642,Secure Windows 10 endpoints,"m365, windows"
146643,Protect mail with Office 365 Advanced Threat Protection,"m365, office-365, m365-threat-protection"
146644,Use reporting in the Microsoft 365 security center,"m365, m365-security-center, m365-security-score"
146645,Monitor and analyze sensitive data,"m365, office-365, m365-security-center, m365-information-protection"
146646,Protect your data with sensitivity labels,"m365, office-365"
146647,Protect against threats with Microsoft Defender Advanced Threat Protection,"m365, office-365, m365-security-center, windows, m365-threat-protection"
146648,Apply Microsoft security strategy principles,"m365, office-365, m365-threat-protection"
146649,Understand coexistence and interoperability,"m365, office-365, office-teams"
146650,Getting started with your Teams upgrade,"m365, office-365, office-teams"
146651,Understand hybrid connectivity,"m365, office-teams"
146652,Plan your Teams upgrade,"m365, office-teams"
146653,Upgrade to Teams from Skype for Business,"m365, office-teams"
146660,Introduction to upgrading SQL Server,sql-server
